date,game_time,pitcher_name,pitcher_team,pitcher_throws,batter_name,batter_team,batter_position,batting_order,batter_bats,PA,AB,H,HR,SO,AVG,OBP,SLG,OPS
2024-08-14,6:50 PM ET,Ronel Blanco,Astros,R,Yandy Diaz,Rays,1B,1,R,4.0,4.0,1.0,0.0,1.0,0.25,0.25,0.25,0.5
2024-08-14,6:50 PM ET,Ronel Blanco,Astros,R,Brandon Lowe,Rays,2B,2,L,4.0,4.0,2.0,0.0,1.0,0.5,0.5,0.5,1.0
2024-08-14,6:50 PM ET,Ronel Blanco,Astros,R,C. Morel,Rays,DH,3,R,3.0,2.0,0.0,0.0,2.0,0.0,0.333,0.0,0.333
2024-08-14,6:50 PM ET,Ronel Blanco,Astros,R,Josh Lowe,Rays,LF,4,L,4.0,4.0,2.0,1.0,0.0,0.5,0.5,1.5,2.0
2024-08-14,6:50 PM ET,Ronel Blanco,Astros,R,J. Caminero,Rays,3B,5,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,6:50 PM ET,Ronel Blanco,Astros,R,Ben Rortvedt,Rays,C,6,L,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-08-14,6:50 PM ET,Ronel Blanco,Astros,R,Jonny DeLuca,Rays,RF,7,R,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2024-08-14,6:50 PM ET,Ronel Blanco,Astros,R,Taylor Walls,Rays,SS,8,S,2.0,2.0,1.0,0.0,0.0,0.5,0.5,0.5,1.0
2024-08-14,6:50 PM ET,Ronel Blanco,Astros,R,Jose Siri,Rays,CF,9,R,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0
2024-08-14,7:10 PM ET,David Peterson,Mets,L,L. Butler,Athletics,RF,1,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,7:10 PM ET,David Peterson,Mets,L,M. Andujar,Athletics,DH,2,R,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,7:10 PM ET,David Peterson,Mets,L,JJ Bleday,Athletics,CF,3,L,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,7:10 PM ET,David Peterson,Mets,L,S. Langeliers,Athletics,C,4,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,7:10 PM ET,David Peterson,Mets,L,Daz Cameron,Athletics,LF,5,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,7:10 PM ET,David Peterson,Mets,L,Zack Gelof,Athletics,2B,6,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,7:10 PM ET,David Peterson,Mets,L,Tyler Nevin,Athletics,1B,7,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,7:10 PM ET,David Peterson,Mets,L,D. Hernaiz,Athletics,3B,8,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,7:10 PM ET,David Peterson,Mets,L,M. Schuemann,Athletics,SS,9,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,7:10 PM ET,Joey Estes,Athletics,R,F. Lindor,Mets,SS,1,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,7:10 PM ET,Joey Estes,Athletics,R,B. Nimmo,Mets,CF,2,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,7:10 PM ET,Joey Estes,Athletics,R,J. Martinez,Mets,DH,3,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,7:10 PM ET,Joey Estes,Athletics,R,Jesse Winker,Mets,LF,4,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,7:10 PM ET,Joey Estes,Athletics,R,Pete Alonso,Mets,1B,5,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,7:10 PM ET,Joey Estes,Athletics,R,Jeff McNeil,Mets,2B,6,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,7:10 PM ET,Joey Estes,Athletics,R,Mark Vientos,Mets,3B,7,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,7:10 PM ET,Joey Estes,Athletics,R,Ben Gamel,Mets,RF,8,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,7:10 PM ET,Joey Estes,Athletics,R,F. Alvarez,Mets,C,9,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Davis Martin,White Sox,R,Alex Verdugo,Yankees,LF,1,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Davis Martin,White Sox,R,Juan Soto,Yankees,RF,2,L,3.0,3.0,1.0,0.0,1.0,0.333,0.333,0.667,1.0
2024-08-14,8:10 PM ET,Davis Martin,White Sox,R,Aaron Judge,Yankees,DH,3,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Davis Martin,White Sox,R,Austin Wells,Yankees,C,4,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Davis Martin,White Sox,R,G. Torres,Yankees,2B,5,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Davis Martin,White Sox,R,T. Grisham,Yankees,CF,6,L,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Davis Martin,White Sox,R,A. Volpe,Yankees,SS,7,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Davis Martin,White Sox,R,O. Cabrera,Yankees,3B,8,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Davis Martin,White Sox,R,DJ LeMahieu,Yankees,1B,9,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Will Warren,Yankees,R,Nicky Lopez,White Sox,SS,1,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Will Warren,Yankees,R,Luis Robert,White Sox,CF,2,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Will Warren,Yankees,R,A. Benintendi,White Sox,LF,3,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Will Warren,Yankees,R,A. Vaughn,White Sox,DH,4,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Will Warren,Yankees,R,Gavin Sheets,White Sox,1B,5,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Will Warren,Yankees,R,M. Vargas,White Sox,3B,6,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Will Warren,Yankees,R,D. Fletcher,White Sox,RF,7,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Will Warren,Yankees,R,C. Robinson,White Sox,C,8,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Will Warren,Yankees,R,B. Baldwin,White Sox,2B,9,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Frankie Montas,Brewers,R,S. Ohtani,Dodgers,DH,1,L,33.0,27.0,11.0,5.0,7.0,0.407,0.515,0.963,1.478
2024-08-14,8:10 PM ET,Frankie Montas,Brewers,R,Mookie Betts,Dodgers,RF,2,R,14.0,11.0,5.0,1.0,0.0,0.455,0.571,0.727,1.299
2024-08-14,8:10 PM ET,Frankie Montas,Brewers,R,F. Freeman,Dodgers,1B,3,L,3.0,2.0,0.0,0.0,0.0,0.0,0.333,0.0,0.333
2024-08-14,8:10 PM ET,Frankie Montas,Brewers,R,T. Hernandez,Dodgers,LF,4,R,9.0,9.0,3.0,0.0,0.0,0.333,0.333,0.333,0.667
2024-08-14,8:10 PM ET,Frankie Montas,Brewers,R,Gavin Lux,Dodgers,2B,5,L,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Frankie Montas,Brewers,R,E. Hernandez,Dodgers,3B,6,R,8.0,7.0,2.0,0.0,0.0,0.286,0.375,0.286,0.661
2024-08-14,8:10 PM ET,Frankie Montas,Brewers,R,K. Kiermaier,Dodgers,CF,7,L,10.0,9.0,2.0,0.0,2.0,0.222,0.3,0.444,0.744
2024-08-14,8:10 PM ET,Frankie Montas,Brewers,R,A. Barnes,Dodgers,C,8,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Frankie Montas,Brewers,R,Nick Ahmed,Dodgers,SS,9,R,3.0,3.0,1.0,1.0,1.0,0.333,0.333,1.333,1.667
2024-08-14,8:10 PM ET,Walker Buehler,Dodgers,R,Brice Turang,Brewers,2B,1,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Walker Buehler,Dodgers,R,J. Chourio,Brewers,LF,2,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Walker Buehler,Dodgers,R,Tyler Black,Brewers,DH,3,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Walker Buehler,Dodgers,R,W. Contreras,Brewers,C,4,R,12.0,12.0,3.0,1.0,3.0,0.25,0.25,0.5,0.75
2024-08-14,8:10 PM ET,Walker Buehler,Dodgers,R,Willy Adames,Brewers,SS,5,R,5.0,5.0,1.0,0.0,2.0,0.2,0.2,0.4,0.6
2024-08-14,8:10 PM ET,Walker Buehler,Dodgers,R,Jake Bauers,Brewers,1B,6,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Walker Buehler,Dodgers,R,G. Mitchell,Brewers,CF,7,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Walker Buehler,Dodgers,R,Sal Frelick,Brewers,RF,8,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,8:10 PM ET,Walker Buehler,Dodgers,R,Joey Ortiz,Brewers,3B,9,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,9:38 PM ET,Tyler Anderson,Angels,L,G. Springer,Blue Jays,RF,1,R,9.0,9.0,2.0,1.0,0.0,0.222,0.222,0.556,0.778
2024-08-14,9:38 PM ET,Tyler Anderson,Angels,L,D. Varsho,Blue Jays,CF,2,L,10.0,9.0,5.0,0.0,1.0,0.556,0.6,0.778,1.378
2024-08-14,9:38 PM ET,Tyler Anderson,Angels,L,V. Guerrero,Blue Jays,1B,3,R,6.0,6.0,3.0,0.0,1.0,0.5,0.5,0.5,1.0
2024-08-14,9:38 PM ET,Tyler Anderson,Angels,L,A. Kirk,Blue Jays,C,4,R,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-08-14,9:38 PM ET,Tyler Anderson,Angels,L,S. Horwitz,Blue Jays,DH,5,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,9:38 PM ET,Tyler Anderson,Angels,L,E. Clement,Blue Jays,SS,6,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,9:38 PM ET,Tyler Anderson,Angels,L,D. Schneider,Blue Jays,LF,7,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,9:38 PM ET,Tyler Anderson,Angels,L,Leo Jimenez,Blue Jays,2B,8,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,9:38 PM ET,Tyler Anderson,Angels,L,A. Barger,Blue Jays,3B,9,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,9:38 PM ET,Jose Berrios,Blue Jays,R,N. Schanuel,Angels,1B,1,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,9:38 PM ET,Jose Berrios,Blue Jays,R,A. Rendon,Angels,3B,2,R,7.0,6.0,1.0,0.0,0.0,0.167,0.286,0.167,0.452
2024-08-14,9:38 PM ET,Jose Berrios,Blue Jays,R,Kevin Pillar,Angels,RF,3,R,3.0,3.0,1.0,0.0,0.0,0.333,0.333,0.333,0.667
2024-08-14,9:38 PM ET,Jose Berrios,Blue Jays,R,W. Calhoun,Angels,DH,4,L,3.0,3.0,1.0,0.0,1.0,0.333,0.333,0.333,0.667
2024-08-14,9:38 PM ET,Jose Berrios,Blue Jays,R,Taylor Ward,Angels,LF,5,R,7.0,6.0,2.0,0.0,1.0,0.333,0.429,0.5,0.929
2024-08-14,9:38 PM ET,Jose Berrios,Blue Jays,R,M. Moniak,Angels,CF,6,L,3.0,3.0,1.0,0.0,0.0,0.333,0.333,0.333,0.667
2024-08-14,9:38 PM ET,Jose Berrios,Blue Jays,R,Matt Thaiss,Angels,C,7,L,5.0,4.0,0.0,0.0,2.0,0.0,0.2,0.0,0.2
2024-08-14,9:38 PM ET,Jose Berrios,Blue Jays,R,L. Guillorme,Angels,SS,8,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,9:38 PM ET,Jose Berrios,Blue Jays,R,M. Stefanic,Angels,2B,9,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,9:45 PM ET,Robbie Ray,Giants,L,Jorge Soler,Braves,LF,1,R,9.0,7.0,1.0,0.0,3.0,0.143,0.333,0.143,0.476
2024-08-14,9:45 PM ET,Robbie Ray,Giants,L,Austin Riley,Braves,3B,2,R,8.0,8.0,1.0,0.0,4.0,0.125,0.125,0.125,0.25
2024-08-14,9:45 PM ET,Robbie Ray,Giants,L,M. Ozuna,Braves,DH,3,R,20.0,20.0,5.0,1.0,5.0,0.25,0.25,0.45,0.7
2024-08-14,9:45 PM ET,Robbie Ray,Giants,L,Matt Olson,Braves,1B,4,L,9.0,7.0,1.0,0.0,2.0,0.143,0.333,0.143,0.476
2024-08-14,9:45 PM ET,Robbie Ray,Giants,L,O. Arcia,Braves,SS,5,R,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.5,2.5
2024-08-14,9:45 PM ET,Robbie Ray,Giants,L,M. Harris,Braves,CF,6,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,9:45 PM ET,Robbie Ray,Giants,L,R. Laureano,Braves,RF,7,R,9.0,8.0,5.0,1.0,2.0,0.625,0.667,1.25,1.917
2024-08-14,9:45 PM ET,Robbie Ray,Giants,L,Sean Murphy,Braves,C,8,R,12.0,10.0,2.0,0.0,2.0,0.2,0.333,0.2,0.533
2024-08-14,9:45 PM ET,Robbie Ray,Giants,L,W. Merrifield,Braves,2B,9,R,8.0,6.0,1.0,0.0,1.0,0.167,0.375,0.167,0.542
2024-08-14,9:45 PM ET,Grant Holmes,Braves,R,T. Fitzgerald,Giants,SS,1,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,9:45 PM ET,Grant Holmes,Braves,R,LaMonte Wade,Giants,1B,2,L,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0
2024-08-14,9:45 PM ET,Grant Holmes,Braves,R,Heliot Ramos,Giants,LF,3,R,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,9:45 PM ET,Grant Holmes,Braves,R,M. Conforto,Giants,DH,4,L,1.0,0.0,0.0,0.0,0.0,,1.0,,
2024-08-14,9:45 PM ET,Grant Holmes,Braves,R,Matt Chapman,Giants,3B,5,R,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2024-08-14,9:45 PM ET,Grant Holmes,Braves,R,M. Yastrzemski,Giants,RF,6,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,9:45 PM ET,Grant Holmes,Braves,R,P. Bailey,Giants,C,7,S,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,9:45 PM ET,Grant Holmes,Braves,R,Brett Wisely,Giants,2B,8,L,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,9:45 PM ET,Grant Holmes,Braves,R,Grant McCray,Giants,CF,9,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
